time,I,R,D
11-Mar-2020 00:00:00,1237,8,36
11-Mar-2020 02:24:00,1197.24625810637,8,77.8586679679708
11-Mar-2020 04:48:00,1166.69199816014,8.00949834463879,114.576054283721
11-Mar-2020 07:12:00,1144.25411298609,8.02806535351996,146.997908564831
11-Mar-2020 09:36:00,1129.04925507291,8.05545643119572,175.806088524591
11-Mar-2020 12:00:00,1120.35400958393,8.0915861354894,201.553550216543
11-Mar-2020 14:24:00,1117.57397014462,8.1365080612469,224.691261977804
11-Mar-2020 16:48:00,1120.21954948797,8.19039920863803,245.589046988333
11-Mar-2020 19:12:00,1127.88692570089,8.2535478393011,264.551826642836
11-Mar-2020 21:36:00,1140.24293425131,8.32634406813039,281.832354770544
12-Mar-2020 00:00:00,1157.01301340797,8.40927261889046,297.641256167703
12-Mar-2020 02:24:00,1177.97152857657,8.50290730596452,312.154981072234
12-Mar-2020 04:48:00,1202.93396202844,8.60790690501093,325.522138734245
12-Mar-2020 07:12:00,1231.75057430513,8.72501215108586,337.86856317796
12-Mar-2020 09:36:00,1264.30123342513,8.85504366033486,349.301382073723
12-Mar-2020 12:00:00,1300.49117587225,8.99890061532429,359.912297851938
12-Mar-2020 14:24:00,1340.24751493803,9.15756008787704,369.780243425109
12-Mar-2020 16:48:00,1383.51635147649,9.33207689939517,378.973539262559
12-Mar-2020 19:12:00,1430.26037253643,9.52358393894414,387.551651264307
12-Mar-2020 21:36:00,1480.456846892,9.73329287521756,395.566627839947
13-Mar-2020 00:00:00,1534.09594484373,9.96249521093042,403.064278291048
13-Mar-2020 02:24:00,1591.17932403699,10.2125636379824,410.08514189037
13-Mar-2020 04:48:00,1651.71893436324,10.4849536594822,416.665287102943
13-Mar-2020 07:12:00,1715.73600396554,10.78120545088,422.836972567409
13-Mar-2020 09:36:00,1783.26017548966,11.1029459373643,428.629195271066
13-Mar-2020 12:00:00,1854.32876740853,11.4518910686087,434.068146443463
13-Mar-2020 14:24:00,1928.98613980804,11.8298482751084,439.177591782303
13-Mar-2020 16:48:00,2007.28314769497,12.2387190928886,443.979189497302
13-Mar-2020 19:12:00,2089.2766678567,12.6805019454221,448.49275714698
13-Mar-2020 21:36:00,2175.02918771213,13.1572950732553,452.736496221524
14-Mar-2020 00:00:00,2264.60844655492,13.6712996031969,456.727181791738
14-Mar-2020 02:24:00,2358.08712119382,14.2248227500247,460.480323221076
14-Mar-2020 04:48:00,2455.54254930886,14.8202811445636,464.010300863203
14-Mar-2020 07:12:00,2557.05648492336,15.460204282724,467.330482792492
14-Mar-2020 09:36:00,2662.71488128295,16.1472380906907,470.453324900831
14-Mar-2020 12:00:00,2772.60769717061,16.8841486019436,473.390457110115
14-Mar-2020 14:24:00,2886.82872329815,17.673825742197,476.152757971316
14-Mar-2020 16:48:00,3005.47542592394,18.5192872186698,478.750419528255
14-Mar-2020 19:12:00,3128.64880527081,19.4236825103699,481.193004001311
14-Mar-2020 21:36:00,3256.4532666733,20.3902969562932,483.48949358047
15-Mar-2020 00:00:00,3388.99650268105,21.4225559386122,485.648334397928
15-Mar-2020 02:24:00,3526.3893845955,22.5240291580696,487.67747556959
15-Mar-2020 04:48:00,3668.74586212791,23.698434998902,489.584404045324
15-Mar-2020 07:12:00,3816.18287004511,24.9496449807046,491.376175884224
15-Mar-2020 09:36:00,3968.8202408206,26.2816882947082,493.059444468785
15-Mar-2020 12:00:00,4126.78062243697,27.698756421987,494.640486087125
15-Mar-2020 14:24:00,4290.18940059495,29.2052078311425,496.125223242126
15-Mar-2020 16:48:00,4459.17462467823,30.8055727530243,497.519245988023
15-Mar-2020 19:12:00,4633.86693690315,32.5045580300504,498.82783154661
15-Mar-2020 21:36:00,4814.3995041513,34.3070520376836,500.055962415028
16-Mar-2020 00:00:00,5000.90795204278,36.2181296756023,501.208343143692
16-Mar-2020 02:24:00,5193.53030085913,38.243057426081,502.289415935169
16-Mar-2020 04:48:00,5392.40690296963,40.3872984770621,503.303375191696
16-Mar-2020 07:12:00,5597.68038145379,42.6565179073653,504.254181119828
16-Mar-2020 09:36:00,5809.49556964675,45.056587931436,505.145572484692
16-Mar-2020 12:00:00,6027.99945136422,47.5935932009885,505.981078592963
16-Mar-2020 14:24:00,6253.34110159008,50.2738361608451,506.764030572595
16-Mar-2020 16:48:00,6485.67162743285,53.1038424562214,507.497572008015
16-Mar-2020 19:12:00,6725.14410917799,56.0903663886449,508.18466898175
16-Mar-2020 21:36:00,6971.91354128154,59.2403964176382,508.82811956697
17-Mar-2020 00:00:00,7226.13677316698,62.5611607052326,509.430562809977
17-Mar-2020 02:24:00,7487.97244970202,66.0601327003128,509.994487237122
17-Mar-2020 04:48:00,7757.58095124555,69.7450367597315,510.522238916784
17-Mar-2020 07:12:00,8035.1243331668,73.6238538030604,511.016029103811
17-Mar-2020 09:36:00,8320.7662647502,77.7048269977817,511.477941491089
17-Mar-2020 12:00:00,8614.67196740899,81.996467471654,511.909939090581
17-Mar-2020 14:24:00,8917.00815214028,86.5075600489171,512.313870764204
17-Mar-2020 16:48:00,9227.9429561624,91.2471690069368,512.691477423203
17-Mar-2020 19:12:00,9547.6458786833,96.2246438498186,513.04439791326
17-Mar-2020 21:36:00,9876.28771575604,101.449625095456,513.374174601278
18-Mar-2020 00:00:00,10214.040494184,106.932050072414,513.682258678709
18-Mar-2020 02:24:00,10561.0774044449,112.682158722974,513.970015195335
18-Mar-2020 04:48:00,10917.5727326077,118.710499408626,514.238727836555
18-Mar-2020 07:12:00,11283.7017912237,125.027934714202,514.489603456477
18-Mar-2020 09:36:00,11659.640849176,131.645647246809,514.723776378461
18-Mar-2020 12:00:00,12045.5670604782,138.575145425649,514.94231247412
18-Mar-2020 14:24:00,12441.6583920163,145.828269258769,515.146213031266
18-Mar-2020 16:48:00,12848.0935502329,153.417196102708,515.336418420746
18-Mar-2020 19:12:00,13265.0519067574,161.354446400985,515.513811571679
18-Mar-2020 21:36:00,13692.7134229871,169.652889397308,515.679221264157
19-Mar-2020 00:00:00,14131.2585736311,178.325748819333,515.833425248056
19-Mar-2020 02:24:00,14580.86826923,187.386608528769,515.977153196239
19-Mar-2020 04:48:00,15041.7237776687,196.849418133586,516.111089500076
19-Mar-2020 07:12:00,15514.0066447014,206.728498558037,516.235875914849
19-Mar-2020 09:36:00,15997.8986135134,217.038547566174,516.352114062286
19-Mar-2020 12:00:00,16493.5815433436,227.794645234513,516.460367797196
19-Mar-2020 14:24:00,17001.2373271968,239.012259369472,516.561165444818
19-Mar-2020 16:48:00,17521.0478086779,250.707250865177,516.655001915272
19-Mar-2020 19:12:00,18053.194697978,262.895878997222,516.74234070119
19-Mar-2020 21:36:00,18597.8594870517,275.594806647944,516.823615764371
20-Mar-2020 00:00:00,19155.22336402,288.821105458762,516.899233317017
20-Mar-2020 02:24:00,19725.46712684,302.592260905127,516.969573502902
20-Mar-2020 04:48:00,20308.7710962831,316.926177289615,517.034991983568
20-Mar-2020 07:12:00,20905.3150282632,331.841182648703,517.095821434426
20-Mar-2020 09:36:00,21515.2780255623,347.356033568758,517.152372955407
20-Mar-2020 12:00:00,22138.8384489981,363.4899199068,517.204937400635
20-Mar-2020 14:24:00,22776.1738280822,380.262469411579,517.253786631344
20-Mar-2020 16:48:00,23427.4607712195,397.693752240548,517.299174696104
20-Mar-2020 19:12:00,24092.8748754971,415.804285368309,517.341338942222
20-Mar-2020 21:36:00,24772.5906361176,434.61503688217,517.380501061982
21-Mar-2020 00:00:00,25466.7813555273,454.147430160417,517.416868077269
21-Mar-2020 02:24:00,26175.6190522947,474.423347929005,517.450633265874
21-Mar-2020 04:48:00,26899.2743697949,495.465136192357,517.481977032713
21-Mar-2020 07:12:00,27637.9164847534,517.295608034021,517.511067728938
